; Sample Rate 8000
; Channels 2
        0.046375    0.22740946896   0.22740946896 
          0.0465    0.22150027659   0.22150027659 
        0.046625    0.21497319266   0.21497319266 
         0.04675    0.20491165854   0.20491165854 
        0.046875    0.18792218668   0.18792218668 
           0.047    0.16669803904   0.16669803904 
        0.047125    0.14445632976   0.14445632976 
         0.04725    0.11480831075   0.11480831075 
        0.047375   0.066384869162  0.066384869162 
          0.0475  1.6763806343e-08 1.6763806343e-08 
        0.047625  -0.066384891514 -0.066384891514 
         0.04775   -0.11480832659  -0.11480832659 
        0.047875    -0.1444563414   -0.1444563414 
           0.048   -0.16669802647  -0.16669802647 
        0.048125   -0.18792223977  -0.18792223977 
         0.04825   -0.20491162967  -0.20491162967 
        0.048375   -0.21497317031  -0.21497317031 
          0.0485   -0.22150023654  -0.22150023654 
        0.048625   -0.22740948759  -0.22740948759 
         0.04875   -0.23020659154  -0.23020659154 
        0.048875   -0.22740950156  -0.22740950156 
           0.049   -0.22150025144  -0.22150025144 
        0.049125   -0.21497321315  -0.21497321315 
         0.04925   -0.20491163479  -0.20491163479 
        0.049375   -0.18792219227  -0.18792219227 
          0.0495   -0.16669802694  -0.16669802694 
        0.049625   -0.14445632696  -0.14445632696 
         0.04975   -0.11480833357  -0.11480833357 
        0.049875  -0.066384871025 -0.066384871025 
            0.05                0               0 
        0.050125   0.066384871025  0.066384871025 
         0.05025    0.11480833357   0.11480833357 
        0.050375    0.14445632696   0.14445632696 
          0.0505    0.16669802694   0.16669802694 
        0.050625    0.18792219227   0.18792219227 
         0.05075    0.20491163479   0.20491163479 
        0.050875    0.21497321315   0.21497321315 
           0.051    0.22150025144   0.22150025144 
        0.051125    0.22740950156   0.22740950156 
         0.05125    0.23020659154   0.23020659154 
        0.051375    0.22740948759   0.22740948759 
          0.0515    0.22150023654   0.22150023654 
        0.051625    0.21497317031   0.21497317031 
         0.05175    0.20491162967   0.20491162967 
        0.051875    0.18792223977   0.18792223977 
           0.052    0.16669802647   0.16669802647 
        0.052125     0.1444563414    0.1444563414 
         0.05225    0.11480832659   0.11480832659 
        0.052375   0.066384891514  0.066384891514 
          0.0525  -1.6763806343e-08 -1.6763806343e-08 
        0.052625  -0.066384869162 -0.066384869162 
         0.05275   -0.11480831075  -0.11480831075 
        0.052875   -0.14445632976  -0.14445632976 
           0.053   -0.16669803904  -0.16669803904 
        0.053125   -0.18792218668  -0.18792218668 
         0.05325   -0.20491165854  -0.20491165854 
        0.053375   -0.21497319266  -0.21497319266 
          0.0535   -0.22150027659  -0.22150027659 
        0.053625   -0.22740946896  -0.22740946896 
         0.05375   -0.23020663252  -0.23020663252 
        0.053875   -0.22740951832  -0.22740951832 
           0.054   -0.22150028963  -0.22150028963 
        0.054125   -0.21497314889  -0.21497314889 
         0.05425   -0.20491161756  -0.20491161756 
        0.054375   -0.18792220205  -0.18792220205 
          0.0545   -0.16669802414  -0.16669802414 
        0.054625   -0.14445628645  -0.14445628645 
         0.05475   -0.11480835453  -0.11480835453 
        0.054875  -0.066384941339 -0.066384941339 
           0.055  2.2817403078e-08 2.2817403078e-08 
        0.055125   0.066384908278  0.066384908278 
         0.05525    0.11480831308   0.11480831308 
        0.055375    0.14445630834   0.14445630834 
          0.0555    0.16669805581   0.16669805581 
        0.055625    0.18792217644   0.18792217644 
         0.05575    0.20491158823   0.20491158823 
        0.055875    0.21497318055   0.21497318055 
           0.056    0.22150031943   0.22150031943 
        0.056125    0.22740948061   0.22740948061 
         0.05625    0.23020660225   0.23020660225 
        0.056375    0.22740951087   0.22740951087 
          0.0565    0.22150030546   0.22150030546 
        0.056625    0.21497314936   0.21497314936 
         0.05675    0.20491163479   0.20491163479 
        0.056875    0.18792222906   0.18792222906 
           0.057    0.16669804975   0.16669804975 
        0.057125    0.14445629437   0.14445629437 
         0.05725    0.11480832379   0.11480832379 
        0.057375   0.066384896636  0.066384896636 
          0.0575  -7.4505805969e-09 -7.4505805969e-09 
        0.057625  -0.066384912003 -0.066384912003 
         0.05775   -0.11480829539  -0.11480829539 
        0.057875   -0.14445634047  -0.14445634047 
           0.058   -0.16669806605  -0.16669806605 
        0.058125   -0.18792222068  -0.18792222068 
         0.05825   -0.20491158636  -0.20491158636 
        0.058375   -0.21497319685  -0.21497319685 
          0.0585   -0.22150027938  -0.22150027938 
        0.058625   -0.22740945732  -0.22740945732 
         0.05875   -0.23020655103  -0.23020655103 
        0.058875   -0.22740953136  -0.22740953136 
           0.059    -0.2215002859   -0.2215002859 
        0.059125   -0.21497318335  -0.21497318335 
         0.05925   -0.20491160592  -0.20491160592 
        0.059375   -0.18792222207  -0.18792222207 
          0.0595   -0.16669804882  -0.16669804882 
        0.059625   -0.14445629064  -0.14445629064 
         0.05975   -0.11480830749  -0.11480830749 
        0.059875  -0.066384915262 -0.066384915262 
            0.06                0               0 
        0.060125   0.066384915262  0.066384915262 
         0.06025    0.11480830749   0.11480830749 
        0.060375    0.14445629064   0.14445629064 
          0.0605    0.16669804882   0.16669804882 
        0.060625    0.18792222207   0.18792222207 
         0.06075    0.20491160592   0.20491160592 
        0.060875    0.21497318335   0.21497318335 
           0.061     0.2215002859    0.2215002859 
        0.061125    0.22740953136   0.22740953136 
         0.06125    0.23020655103   0.23020655103 
        0.061375    0.22740945732   0.22740945732 
          0.0615    0.22150027938   0.22150027938 
        0.061625    0.21497319685   0.21497319685 
         0.06175    0.20491158636   0.20491158636 
        0.061875    0.18792222068   0.18792222068 
           0.062    0.16669806605   0.16669806605 
        0.062125    0.14445634047   0.14445634047 
         0.06225    0.11480829539   0.11480829539 
        0.062375   0.066384912003  0.066384912003 
          0.0625  7.4505805969e-09 7.4505805969e-09 
        0.062625  -0.066384896636 -0.066384896636 
         0.06275   -0.11480832379  -0.11480832379 
        0.062875   -0.14445629437  -0.14445629437 
           0.063   -0.16669804975  -0.16669804975 
        0.063125   -0.18792222906  -0.18792222906 
         0.06325   -0.20491163479  -0.20491163479 
        0.063375   -0.21497314936  -0.21497314936 
          0.0635   -0.22150030546  -0.22150030546 
        0.063625   -0.22740951087  -0.22740951087 
         0.06375   -0.23020660225  -0.23020660225 
        0.063875   -0.22740948061  -0.22740948061 
           0.064   -0.22150031943  -0.22150031943 
        0.064125   -0.21497318055  -0.21497318055 
         0.06425   -0.20491158823  -0.20491158823 
        0.064375   -0.18792217644  -0.18792217644 
          0.0645   -0.16669805581  -0.16669805581 
        0.064625   -0.14445630834  -0.14445630834 
         0.06475   -0.11480831308  -0.11480831308 
        0.064875  -0.066384908278 -0.066384908278 
           0.065  -2.2817403078e-08 -2.2817403078e-08 
        0.065125   0.066384941339  0.066384941339 
         0.06525    0.11480835453   0.11480835453 
        0.065375    0.14445628645   0.14445628645 
          0.0655    0.16669802414   0.16669802414 
        0.065625    0.18792220205   0.18792220205 
         0.06575    0.20491161756   0.20491161756 
        0.065875    0.21497314889   0.21497314889 
           0.066    0.22150028963   0.22150028963 
        0.066125    0.22740951832   0.22740951832 
         0.06625    0.23020663252   0.23020663252 
        0.066375    0.22740946896   0.22740946896 
          0.0665    0.22150027659   0.22150027659 
        0.066625    0.21497319266   0.21497319266 
         0.06675    0.20491165854   0.20491165854 
        0.066875    0.18792218668   0.18792218668 
           0.067    0.16669803904   0.16669803904 
        0.067125    0.14445632976   0.14445632976 
         0.06725    0.11480831075   0.11480831075 
        0.067375   0.066384869162  0.066384869162 
          0.0675  1.6763806343e-08 1.6763806343e-08 
        0.067625  -0.066384891514 -0.066384891514 
         0.06775   -0.11480832659  -0.11480832659 
        0.067875    -0.1444563414   -0.1444563414 
           0.068   -0.16669802647  -0.16669802647 
        0.068125   -0.18792223977  -0.18792223977 
         0.06825   -0.20491162967  -0.20491162967 
        0.068375   -0.21497317031  -0.21497317031 
          0.0685   -0.22150023654  -0.22150023654 
        0.068625   -0.22740948759  -0.22740948759 
         0.06875   -0.23020659154  -0.23020659154 
        0.068875   -0.22740950156  -0.22740950156 
           0.069   -0.22150025144  -0.22150025144 
        0.069125   -0.21497321315  -0.21497321315 
         0.06925   -0.20491163479  -0.20491163479 
        0.069375   -0.18792219227  -0.18792219227 
          0.0695   -0.16669802694  -0.16669802694 
        0.069625   -0.14445632696  -0.14445632696 
         0.06975   -0.11480833357  -0.11480833357 
        0.069875  -0.066384871025 -0.066384871025 
            0.07                0               0 
        0.070125   0.066384871025  0.066384871025 
         0.07025    0.11480833357   0.11480833357 
        0.070375    0.14445632696   0.14445632696 
          0.0705    0.16669802694   0.16669802694 
        0.070625    0.18792219227   0.18792219227 
         0.07075    0.20491163479   0.20491163479 
        0.070875    0.21497321315   0.21497321315 
           0.071    0.22150025144   0.22150025144 
        0.071125    0.22740950156   0.22740950156 
         0.07125    0.23020659154   0.23020659154 
        0.071375    0.22740948759   0.22740948759 
          0.0715    0.22150023654   0.22150023654 
        0.071625    0.21497317031   0.21497317031 
         0.07175    0.20491162967   0.20491162967 
        0.071875    0.18792223977   0.18792223977 
           0.072    0.16669802647   0.16669802647 
        0.072125     0.1444563414    0.1444563414 
         0.07225    0.11480832659   0.11480832659 
        0.072375   0.066384891514  0.066384891514 
          0.0725  -1.6763806343e-08 -1.6763806343e-08 
        0.072625  -0.066384869162 -0.066384869162 
         0.07275   -0.11480831075  -0.11480831075 
        0.072875   -0.14445632976  -0.14445632976 
           0.073   -0.16669803904  -0.16669803904 
        0.073125   -0.18792218668  -0.18792218668 
         0.07325   -0.20491165854  -0.20491165854 
        0.073375   -0.21497319266  -0.21497319266 
          0.0735   -0.22150027659  -0.22150027659 
        0.073625   -0.22740946896  -0.22740946896 
         0.07375   -0.23020663252  -0.23020663252 
        0.073875   -0.22740951832  -0.22740951832 
           0.074   -0.22150028963  -0.22150028963 
        0.074125   -0.21497314889  -0.21497314889 
         0.07425   -0.20491161756  -0.20491161756 
        0.074375   -0.18792220205  -0.18792220205 
          0.0745   -0.16669802414  -0.16669802414 
        0.074625   -0.14445628645  -0.14445628645 
         0.07475   -0.11480835453  -0.11480835453 
        0.074875  -0.066384941339 -0.066384941339 
           0.075  2.2817403078e-08 2.2817403078e-08 
        0.075125   0.066384908278  0.066384908278 
         0.07525    0.11480831308   0.11480831308 
        0.075375    0.14445630834   0.14445630834 
          0.0755    0.16669805581   0.16669805581 
        0.075625    0.18792217644   0.18792217644 
         0.07575    0.20491158823   0.20491158823 
        0.075875    0.21497318055   0.21497318055 
           0.076    0.22150031943   0.22150031943 
        0.076125    0.22740948061   0.22740948061 
         0.07625    0.23020660225   0.23020660225 
        0.076375    0.22740951087   0.22740951087 
          0.0765    0.22150030546   0.22150030546 
        0.076625    0.21497314936   0.21497314936 
         0.07675    0.20491163479   0.20491163479 
        0.076875    0.18792222906   0.18792222906 
           0.077    0.16669804975   0.16669804975 
        0.077125    0.14445629437   0.14445629437 
         0.07725    0.11480832379   0.11480832379 
        0.077375   0.066384896636  0.066384896636 
          0.0775  -7.4505805969e-09 -7.4505805969e-09 
        0.077625  -0.066384912003 -0.066384912003 
         0.07775   -0.11480829539  -0.11480829539 
        0.077875   -0.14445634047  -0.14445634047 
           0.078   -0.16669806605  -0.16669806605 
        0.078125   -0.18792222068  -0.18792222068 
         0.07825   -0.20491158636  -0.20491158636 
        0.078375   -0.21497319685  -0.21497319685 
          0.0785   -0.22150027938  -0.22150027938 
        0.078625   -0.22740945732  -0.22740945732 
         0.07875   -0.23020655103  -0.23020655103 
        0.078875   -0.22740953136  -0.22740953136 
           0.079    -0.2215002859   -0.2215002859 
